dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 16
project_dim: 8
pq: 1
L: 4
chunks: 2
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: fsq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-fsq_transplant_ImageNet_model_8_2_4_loss_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_8_2_4
loss_pre: loss_1.0_0.4
training_pre: fsq_refinement
saver_name_pre: fsq_refinement_ImageNet_model_8_2_4_loss_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 1.3524, rec_loss 0.0284, lpips_loss 0.2275, g_loss 0.2033, disc_weight 0.4000, disc_adaptive_weight 4.8135, d_loss 2.4849, logits_real -0.1200, logits_fake -0.1994,
Train Epoch: [1/5] Iters:[930/20018] gen_loss 0.0643, rec_loss 0.0300, lpips_loss 0.2181, g_loss -0.0467, disc_weight 0.4000, disc_adaptive_weight 3.9407, d_loss 0.4412, logits_real 0.0459, logits_fake 0.0467,
Train Epoch: [1/5] Iters:[940/20018] gen_loss 0.0612, rec_loss 0.0302, lpips_loss 0.2184, g_loss -0.0467, disc_weight 0.4000, disc_adaptive_weight 4.0170, d_loss 0.4402, logits_real 0.0458, logits_fake 0.0468,
Train Epoch: [1/5] Iters:[950/20018] gen_loss 0.0700, rec_loss 0.0300, lpips_loss 0.2181, g_loss -0.0464, disc_weight 0.4000, disc_adaptive_weight 3.8432, d_loss 0.4394, logits_real 0.0454, logits_fake 0.0465,
Train Epoch: [1/5] Iters:[960/20018] gen_loss 0.0757, rec_loss 0.0301, lpips_loss 0.2185, g_loss -0.0461, disc_weight 0.4000, disc_adaptive_weight 3.7550, d_loss 0.4385, logits_real 0.0449, logits_fake 0.0460,
Train Epoch: [1/5] Iters:[970/20018] gen_loss 0.0883, rec_loss 0.0305, lpips_loss 0.2196, g_loss -0.0456, disc_weight 0.4000, disc_adaptive_weight 3.5411, d_loss 0.4380, logits_real 0.0447, logits_fake 0.0456,
Train Epoch: [1/5] Iters:[980/20018] gen_loss 0.0880, rec_loss 0.0303, lpips_loss 0.2194, g_loss -0.0453, disc_weight 0.4000, disc_adaptive_weight 3.5631, d_loss 0.4369, logits_real 0.0444, logits_fake 0.0453,
Train Epoch: [1/5] Iters:[990/20018] gen_loss 0.0867, rec_loss 0.0303, lpips_loss 0.2189, g_loss -0.0448, disc_weight 0.4000, disc_adaptive_weight 3.6212, d_loss 0.4364, logits_real 0.0440, logits_fake 0.0447,
Train Epoch: [1/5] Iters:[1000/20018] gen_loss 0.0881, rec_loss 0.0305, lpips_loss 0.2184, g_loss -0.0443, disc_weight 0.4000, disc_adaptive_weight 3.6229, d_loss 0.4355, logits_real 0.0436, logits_fake 0.0442,
Train Epoch: [1/5] Iters:[1010/20018] gen_loss 0.0711, rec_loss 0.0301, lpips_loss 0.2174, g_loss -0.0440, disc_weight 0.4000, disc_adaptive_weight 4.0035, d_loss 0.4344, logits_real 0.0433, logits_fake 0.0439,
Train Epoch: [1/5] Iters:[1020/20018] gen_loss 0.0631, rec_loss 0.0299, lpips_loss 0.2174, g_loss -0.0439, disc_weight 0.4000, disc_adaptive_weight 4.1924, d_loss 0.4344, logits_real 0.0430, logits_fake 0.0438,
Train Epoch: [1/5] Iters:[1030/20018] gen_loss 0.0717, rec_loss 0.0302, lpips_loss 0.2179, g_loss -0.0438, disc_weight 0.4000, disc_adaptive_weight 4.0305, d_loss 0.4339, logits_real 0.0428, logits_fake 0.0436,
Train Epoch: [1/5] Iters:[1040/20018] gen_loss 0.0754, rec_loss 0.0305, lpips_loss 0.2190, g_loss -0.0434, disc_weight 0.4000, disc_adaptive_weight 4.0043, d_loss 0.4329, logits_real 0.0425, logits_fake 0.0433,
Train Epoch: [1/5] Iters:[1050/20018] gen_loss 0.0785, rec_loss 0.0302, lpips_loss 0.2188, g_loss -0.0431, disc_weight 0.4000, disc_adaptive_weight 3.9467, d_loss 0.4323, logits_real 0.0422, logits_fake 0.0431,
Train Epoch: [1/5] Iters:[1060/20018] gen_loss 0.0895, rec_loss 0.0302, lpips_loss 0.2186, g_loss -0.0429, disc_weight 0.4000, disc_adaptive_weight 3.7036, d_loss 0.4316, logits_real 0.0419, logits_fake 0.0429,
Train Epoch: [1/5] Iters:[1070/20018] gen_loss 0.0987, rec_loss 0.0300, lpips_loss 0.2189, g_loss -0.0424, disc_weight 0.4000, disc_adaptive_weight 3.5255, d_loss 0.4302, logits_real 0.0415, logits_fake 0.0423,
Train Epoch: [1/5] Iters:[1080/20018] gen_loss 0.0906, rec_loss 0.0298, lpips_loss 0.2185, g_loss -0.0419, disc_weight 0.4000, disc_adaptive_weight 3.7539, d_loss 0.4296, logits_real 0.0408, logits_fake 0.0418,
Train Epoch: [1/5] Iters:[1090/20018] gen_loss 0.0910, rec_loss 0.0296, lpips_loss 0.2177, g_loss -0.0414, disc_weight 0.4000, disc_adaptive_weight 3.7721, d_loss 0.4288, logits_real 0.0403, logits_fake 0.0414,
Train Epoch: [1/5] Iters:[1100/20018] gen_loss 0.0898, rec_loss 0.0298, lpips_loss 0.2183, g_loss -0.0411, disc_weight 0.4000, disc_adaptive_weight 3.8487, d_loss 0.4283, logits_real 0.0402, logits_fake 0.0409,
Train Epoch: [1/5] Iters:[1110/20018] gen_loss 0.0927, rec_loss 0.0297, lpips_loss 0.2172, g_loss -0.0406, disc_weight 0.4000, disc_adaptive_weight 3.7836, d_loss 0.4284, logits_real 0.0398, logits_fake 0.0405,
Train Epoch: [1/5] Iters:[1120/20018] gen_loss 0.0868, rec_loss 0.0303, lpips_loss 0.2170, g_loss -0.0402, disc_weight 0.4000, disc_adaptive_weight 3.9728, d_loss 0.4281, logits_real 0.0394, logits_fake 0.0402,
Train Epoch: [1/5] Iters:[1130/20018] gen_loss 0.0950, rec_loss 0.0302, lpips_loss 0.2167, g_loss -0.0399, disc_weight 0.4000, disc_adaptive_weight 3.8024, d_loss 0.4277, logits_real 0.0389, logits_fake 0.0398,
Train Epoch: [1/5] Iters:[1140/20018] gen_loss 0.0956, rec_loss 0.0308, lpips_loss 0.2178, g_loss -0.0393, disc_weight 0.4000, disc_adaptive_weight 3.8869, d_loss 0.4275, logits_real 0.0385, logits_fake 0.0393,
Train Epoch: [1/5] Iters:[1150/20018] gen_loss 0.1007, rec_loss 0.0308, lpips_loss 0.2178, g_loss -0.0387, disc_weight 0.4000, disc_adaptive_weight 3.8193, d_loss 0.4270, logits_real 0.0377, logits_fake 0.0389,
Train Epoch: [1/5] Iters:[1160/20018] gen_loss 0.1013, rec_loss 0.0318, lpips_loss 0.2201, g_loss -0.0380, disc_weight 0.4000, disc_adaptive_weight 3.9648, d_loss 0.4261, logits_real 0.0371, logits_fake 0.0383,
Train Epoch: [1/5] Iters:[1170/20018] gen_loss 0.1057, rec_loss 0.0311, lpips_loss 0.2195, g_loss -0.0373, disc_weight 0.4000, disc_adaptive_weight 3.8840, d_loss 0.4258, logits_real 0.0365, logits_fake 0.0375,
Train Epoch: [1/5] Iters:[1180/20018] gen_loss 0.1098, rec_loss 0.0307, lpips_loss 0.2184, g_loss -0.0370, disc_weight 0.4000, disc_adaptive_weight 3.7706, d_loss 0.4254, logits_real 0.0362, logits_fake 0.0372,
Train Epoch: [1/5] Iters:[1190/20018] gen_loss 0.1156, rec_loss 0.0309, lpips_loss 0.2182, g_loss -0.0368, disc_weight 0.4000, disc_adaptive_weight 3.6251, d_loss 0.4251, logits_real 0.0358, logits_fake 0.0370,
Train Epoch: [1/5] Iters:[1200/20018] gen_loss 0.1113, rec_loss 0.0310, lpips_loss 0.2183, g_loss -0.0368, disc_weight 0.4000, disc_adaptive_weight 3.7553, d_loss 0.4244, logits_real 0.0357, logits_fake 0.0367,
Train Epoch: [1/5] Iters:[1210/20018] gen_loss 0.1130, rec_loss 0.0303, lpips_loss 0.2169, g_loss -0.0368, disc_weight 0.4000, disc_adaptive_weight 3.6501, d_loss 0.4241, logits_real 0.0356, logits_fake 0.0366,
Train Epoch: [1/5] Iters:[1220/20018] gen_loss 0.1155, rec_loss 0.0306, lpips_loss 0.2163, g_loss -0.0365, disc_weight 0.4000, disc_adaptive_weight 3.5965, d_loss 0.4235, logits_real 0.0357, logits_fake 0.0365,
Train Epoch: [1/5] Iters:[1230/20018] gen_loss 0.1175, rec_loss 0.0314, lpips_loss 0.2177, g_loss -0.0362, disc_weight 0.4000, disc_adaptive_weight 3.6339, d_loss 0.4228, logits_real 0.0355, logits_fake 0.0361,
Train Epoch: [1/5] Iters:[1240/20018] gen_loss 0.1217, rec_loss 0.0312, lpips_loss 0.2177, g_loss -0.0357, disc_weight 0.4000, disc_adaptive_weight 3.5619, d_loss 0.4223, logits_real 0.0350, logits_fake 0.0355,
Train Epoch: [1/5] Iters:[1250/20018] gen_loss 0.1262, rec_loss 0.0309, lpips_loss 0.2166, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 3.4638, d_loss 0.4221, logits_real 0.0344, logits_fake 0.0348,
Train Epoch: [1/5] Iters:[1260/20018] gen_loss 0.1310, rec_loss 0.0314, lpips_loss 0.2174, g_loss -0.0344, disc_weight 0.4000, disc_adaptive_weight 3.4129, d_loss 0.4217, logits_real 0.0338, logits_fake 0.0343,
Train Epoch: [1/5] Iters:[1270/20018] gen_loss 0.1298, rec_loss 0.0313, lpips_loss 0.2175, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 3.5014, d_loss 0.4212, logits_real 0.0328, logits_fake 0.0337,
Train Epoch: [1/5] Iters:[1280/20018] gen_loss 0.1257, rec_loss 0.0311, lpips_loss 0.2175, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 3.6711, d_loss 0.4211, logits_real 0.0322, logits_fake 0.0332,
Train Epoch: [1/5] Iters:[1290/20018] gen_loss 0.1235, rec_loss 0.0312, lpips_loss 0.2181, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 3.8101, d_loss 0.4209, logits_real 0.0318, logits_fake 0.0328,
Train Epoch: [1/5] Iters:[1300/20018] gen_loss 0.1257, rec_loss 0.0315, lpips_loss 0.2183, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 3.8041, d_loss 0.4205, logits_real 0.0313, logits_fake 0.0324,
Train Epoch: [1/5] Iters:[1310/20018] gen_loss 0.1264, rec_loss 0.0314, lpips_loss 0.2191, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 3.8820, d_loss 0.4198, logits_real 0.0310, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[1320/20018] gen_loss 0.1348, rec_loss 0.0317, lpips_loss 0.2199, g_loss -0.0312, disc_weight 0.4000, disc_adaptive_weight 3.7224, d_loss 0.4197, logits_real 0.0308, logits_fake 0.0313,
Train Epoch: [1/5] Iters:[1330/20018] gen_loss 0.1426, rec_loss 0.0312, lpips_loss 0.2188, g_loss -0.0305, disc_weight 0.4000, disc_adaptive_weight 3.5029, d_loss 0.4192, logits_real 0.0303, logits_fake 0.0306,
Train Epoch: [1/5] Iters:[1340/20018] gen_loss 0.1416, rec_loss 0.0307, lpips_loss 0.2170, g_loss -0.0301, disc_weight 0.4000, disc_adaptive_weight 3.5098, d_loss 0.4187, logits_real 0.0300, logits_fake 0.0302,
Train Epoch: [1/5] Iters:[1350/20018] gen_loss 0.1443, rec_loss 0.0305, lpips_loss 0.2167, g_loss -0.0298, disc_weight 0.4000, disc_adaptive_weight 3.4521, d_loss 0.4187, logits_real 0.0295, logits_fake 0.0298,
Train Epoch: [1/5] Iters:[1360/20018] gen_loss 0.1430, rec_loss 0.0299, lpips_loss 0.2149, g_loss -0.0294, disc_weight 0.4000, disc_adaptive_weight 3.4577, d_loss 0.4184, logits_real 0.0291, logits_fake 0.0294,
Train Epoch: [1/5] Iters:[1370/20018] gen_loss 0.1401, rec_loss 0.0299, lpips_loss 0.2144, g_loss -0.0293, disc_weight 0.4000, disc_adaptive_weight 3.5500, d_loss 0.4183, logits_real 0.0286, logits_fake 0.0291,
Train Epoch: [1/5] Iters:[1380/20018] gen_loss 0.1381, rec_loss 0.0299, lpips_loss 0.2151, g_loss -0.0290, disc_weight 0.4000, disc_adaptive_weight 3.6717, d_loss 0.4182, logits_real 0.0283, logits_fake 0.0289,
Train Epoch: [1/5] Iters:[1390/20018] gen_loss 0.1415, rec_loss 0.0302, lpips_loss 0.2156, g_loss -0.0287, disc_weight 0.4000, disc_adaptive_weight 3.6244, d_loss 0.4179, logits_real 0.0279, logits_fake 0.0285,
Train Epoch: [1/5] Iters:[1400/20018] gen_loss 0.1400, rec_loss 0.0306, lpips_loss 0.2169, g_loss -0.0282, disc_weight 0.4000, disc_adaptive_weight 3.8037, d_loss 0.4175, logits_real 0.0275, logits_fake 0.0280,
Train Epoch: [1/5] Iters:[1410/20018] gen_loss 0.1411, rec_loss 0.0311, lpips_loss 0.2179, g_loss -0.0278, disc_weight 0.4000, disc_adaptive_weight 3.8766, d_loss 0.4176, logits_real 0.0271, logits_fake 0.0278,
Train Epoch: [1/5] Iters:[1420/20018] gen_loss 0.1461, rec_loss 0.0309, lpips_loss 0.2185, g_loss -0.0273, disc_weight 0.4000, disc_adaptive_weight 3.7708, d_loss 0.4170, logits_real 0.0270, logits_fake 0.0277,
Train Epoch: [1/5] Iters:[1430/20018] gen_loss 0.1406, rec_loss 0.0308, lpips_loss 0.2186, g_loss -0.0273, disc_weight 0.4000, disc_adaptive_weight 3.9662, d_loss 0.4165, logits_real 0.0269, logits_fake 0.0275,
Train Epoch: [1/5] Iters:[1440/20018] gen_loss 0.1359, rec_loss 0.0309, lpips_loss 0.2187, g_loss -0.0273, disc_weight 0.4000, disc_adaptive_weight 4.1582, d_loss 0.4161, logits_real 0.0270, logits_fake 0.0276,
Train Epoch: [1/5] Iters:[1450/20018] gen_loss 0.1344, rec_loss 0.0302, lpips_loss 0.2174, g_loss -0.0272, disc_weight 0.4000, disc_adaptive_weight 4.1444, d_loss 0.4158, logits_real 0.0268, logits_fake 0.0277,
Train Epoch: [1/5] Iters:[1460/20018] gen_loss 0.1344, rec_loss 0.0300, lpips_loss 0.2175, g_loss -0.0271, disc_weight 0.4000, disc_adaptive_weight 4.1442, d_loss 0.4155, logits_real 0.0265, logits_fake 0.0276,
Train Epoch: [1/5] Iters:[1470/20018] gen_loss 0.1255, rec_loss 0.0300, lpips_loss 0.2166, g_loss -0.0272, disc_weight 0.4000, disc_adaptive_weight 4.4365, d_loss 0.4153, logits_real 0.0264, logits_fake 0.0274,
Train Epoch: [1/5] Iters:[1480/20018] gen_loss 0.1304, rec_loss 0.0303, lpips_loss 0.2159, g_loss -0.0267, disc_weight 0.4000, disc_adaptive_weight 4.3228, d_loss 0.4155, logits_real 0.0260, logits_fake 0.0271,
Train Epoch: [1/5] Iters:[1490/20018] gen_loss 0.1380, rec_loss 0.0303, lpips_loss 0.2162, g_loss -0.0263, disc_weight 0.4000, disc_adaptive_weight 4.1182, d_loss 0.4157, logits_real 0.0255, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[1500/20018] gen_loss 0.1396, rec_loss 0.0301, lpips_loss 0.2160, g_loss -0.0260, disc_weight 0.4000, disc_adaptive_weight 4.0848, d_loss 0.4154, logits_real 0.0254, logits_fake 0.0261,
Train Epoch: [1/5] Iters:[1510/20018] gen_loss 0.1436, rec_loss 0.0307, lpips_loss 0.2171, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 4.0265, d_loss 0.4150, logits_real 0.0251, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[1520/20018] gen_loss 0.1503, rec_loss 0.0308, lpips_loss 0.2173, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.8451, d_loss 0.4148, logits_real 0.0247, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[1530/20018] gen_loss 0.1562, rec_loss 0.0309, lpips_loss 0.2183, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.6814, d_loss 0.4145, logits_real 0.0246, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[1540/20018] gen_loss 0.1569, rec_loss 0.0313, lpips_loss 0.2183, g_loss -0.0249, disc_weight 0.4000, disc_adaptive_weight 3.7177, d_loss 0.4140, logits_real 0.0243, logits_fake 0.0251,
Train Epoch: [1/5] Iters:[1550/20018] gen_loss 0.1608, rec_loss 0.0318, lpips_loss 0.2184, g_loss -0.0246, disc_weight 0.4000, disc_adaptive_weight 3.6380, d_loss 0.4140, logits_real 0.0238, logits_fake 0.0248,
Train Epoch: [1/5] Iters:[1560/20018] gen_loss 0.1625, rec_loss 0.0314, lpips_loss 0.2177, g_loss -0.0240, disc_weight 0.4000, disc_adaptive_weight 3.6068, d_loss 0.4139, logits_real 0.0232, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[1570/20018] gen_loss 0.1668, rec_loss 0.0313, lpips_loss 0.2181, g_loss -0.0234, disc_weight 0.4000, disc_adaptive_weight 3.5313, d_loss 0.4139, logits_real 0.0226, logits_fake 0.0235,
Train Epoch: [1/5] Iters:[1580/20018] gen_loss 0.1608, rec_loss 0.0313, lpips_loss 0.2169, g_loss -0.0228, disc_weight 0.4000, disc_adaptive_weight 3.8389, d_loss 0.4136, logits_real 0.0220, logits_fake 0.0231,
Train Epoch: [1/5] Iters:[1590/20018] gen_loss 0.1598, rec_loss 0.0311, lpips_loss 0.2164, g_loss -0.0225, disc_weight 0.4000, disc_adaptive_weight 3.9046, d_loss 0.4134, logits_real 0.0217, logits_fake 0.0226,
Train Epoch: [1/5] Iters:[1600/20018] gen_loss 0.1574, rec_loss 0.0312, lpips_loss 0.2179, g_loss -0.0224, disc_weight 0.4000, disc_adaptive_weight 4.1144, d_loss 0.4132, logits_real 0.0216, logits_fake 0.0222,
Train Epoch: [1/5] Iters:[1610/20018] gen_loss 0.1586, rec_loss 0.0313, lpips_loss 0.2175, g_loss -0.0222, disc_weight 0.4000, disc_adaptive_weight 4.0711, d_loss 0.4128, logits_real 0.0216, logits_fake 0.0222,
Train Epoch: [1/5] Iters:[1620/20018] gen_loss 0.1558, rec_loss 0.0320, lpips_loss 0.2176, g_loss -0.0222, disc_weight 0.4000, disc_adaptive_weight 4.2345, d_loss 0.4126, logits_real 0.0217, logits_fake 0.0222,
Train Epoch: [1/5] Iters:[1630/20018] gen_loss 0.1589, rec_loss 0.0318, lpips_loss 0.2178, g_loss -0.0222, disc_weight 0.4000, disc_adaptive_weight 4.0832, d_loss 0.4125, logits_real 0.0216, logits_fake 0.0221,
Train Epoch: [1/5] Iters:[1640/20018] gen_loss 0.1619, rec_loss 0.0315, lpips_loss 0.2180, g_loss -0.0220, disc_weight 0.4000, disc_adaptive_weight 3.9813, d_loss 0.4125, logits_real 0.0213, logits_fake 0.0219,
Train Epoch: [1/5] Iters:[1650/20018] gen_loss 0.1623, rec_loss 0.0312, lpips_loss 0.2162, g_loss -0.0218, disc_weight 0.4000, disc_adaptive_weight 3.9018, d_loss 0.4125, logits_real 0.0211, logits_fake 0.0217,
Train Epoch: [1/5] Iters:[1660/20018] gen_loss 0.1601, rec_loss 0.0308, lpips_loss 0.2158, g_loss -0.0216, disc_weight 0.4000, disc_adaptive_weight 4.0011, d_loss 0.4124, logits_real 0.0208, logits_fake 0.0215,
Train Epoch: [1/5] Iters:[1670/20018] gen_loss 0.1644, rec_loss 0.0305, lpips_loss 0.2162, g_loss -0.0214, disc_weight 0.4000, disc_adaptive_weight 3.8387, d_loss 0.4124, logits_real 0.0206, logits_fake 0.0215,
Train Epoch: [1/5] Iters:[1680/20018] gen_loss 0.1650, rec_loss 0.0312, lpips_loss 0.2166, g_loss -0.0213, disc_weight 0.4000, disc_adaptive_weight 3.9010, d_loss 0.4123, logits_real 0.0206, logits_fake 0.0213,
Train Epoch: [1/5] Iters:[1690/20018] gen_loss 0.1620, rec_loss 0.0312, lpips_loss 0.2170, g_loss -0.0212, disc_weight 0.4000, disc_adaptive_weight 4.0677, d_loss 0.4120, logits_real 0.0207, logits_fake 0.0213,
Train Epoch: [1/5] Iters:[1700/20018] gen_loss 0.1643, rec_loss 0.0313, lpips_loss 0.2170, g_loss -0.0209, disc_weight 0.4000, disc_adaptive_weight 4.0292, d_loss 0.4117, logits_real 0.0205, logits_fake 0.0211,
Train Epoch: [1/5] Iters:[1710/20018] gen_loss 0.1654, rec_loss 0.0315, lpips_loss 0.2173, g_loss -0.0207, disc_weight 0.4000, disc_adaptive_weight 4.0638, d_loss 0.4116, logits_real 0.0203, logits_fake 0.0208,
Train Epoch: [1/5] Iters:[1720/20018] gen_loss 0.1627, rec_loss 0.0311, lpips_loss 0.2162, g_loss -0.0203, disc_weight 0.4000, disc_adaptive_weight 4.1736, d_loss 0.4113, logits_real 0.0200, logits_fake 0.0204,
Train Epoch: [1/5] Iters:[1730/20018] gen_loss 0.1633, rec_loss 0.0308, lpips_loss 0.2160, g_loss -0.0200, disc_weight 0.4000, disc_adaptive_weight 4.1799, d_loss 0.4111, logits_real 0.0196, logits_fake 0.0201,
Train Epoch: [1/5] Iters:[1740/20018] gen_loss 0.1644, rec_loss 0.0310, lpips_loss 0.2164, g_loss -0.0198, disc_weight 0.4000, disc_adaptive_weight 4.2043, d_loss 0.4108, logits_real 0.0193, logits_fake 0.0198,
Train Epoch: [1/5] Iters:[1750/20018] gen_loss 0.1682, rec_loss 0.0313, lpips_loss 0.2170, g_loss -0.0197, disc_weight 0.4000, disc_adaptive_weight 4.0728, d_loss 0.4107, logits_real 0.0189, logits_fake 0.0197,
Train Epoch: [1/5] Iters:[1760/20018] gen_loss 0.1693, rec_loss 0.0307, lpips_loss 0.2166, g_loss -0.0194, disc_weight 0.4000, disc_adaptive_weight 4.0077, d_loss 0.4104, logits_real 0.0185, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[1770/20018] gen_loss 0.1742, rec_loss 0.0311, lpips_loss 0.2178, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.9054, d_loss 0.4105, logits_real 0.0182, logits_fake 0.0189,
Train Epoch: [1/5] Iters:[1780/20018] gen_loss 0.1775, rec_loss 0.0308, lpips_loss 0.2172, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.7584, d_loss 0.4103, logits_real 0.0178, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[1790/20018] gen_loss 0.1840, rec_loss 0.0308, lpips_loss 0.2174, g_loss -0.0183, disc_weight 0.4000, disc_adaptive_weight 3.5074, d_loss 0.4102, logits_real 0.0173, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[1800/20018] gen_loss 0.1841, rec_loss 0.0305, lpips_loss 0.2178, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.5896, d_loss 0.4102, logits_real 0.0170, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[1810/20018] gen_loss 0.1861, rec_loss 0.0316, lpips_loss 0.2192, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.6544, d_loss 0.4101, logits_real 0.0168, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[1820/20018] gen_loss 0.1826, rec_loss 0.0309, lpips_loss 0.2178, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.7564, d_loss 0.4099, logits_real 0.0166, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[1830/20018] gen_loss 0.1826, rec_loss 0.0314, lpips_loss 0.2186, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.8463, d_loss 0.4097, logits_real 0.0166, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[1840/20018] gen_loss 0.1796, rec_loss 0.0317, lpips_loss 0.2181, g_loss -0.0174, disc_weight 0.4000, disc_adaptive_weight 4.0176, d_loss 0.4098, logits_real 0.0165, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[1850/20018] gen_loss 0.1810, rec_loss 0.0322, lpips_loss 0.2180, g_loss -0.0172, disc_weight 0.4000, disc_adaptive_weight 3.9965, d_loss 0.4095, logits_real 0.0165, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[1860/20018] gen_loss 0.1801, rec_loss 0.0316, lpips_loss 0.2164, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.9703, d_loss 0.4094, logits_real 0.0162, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[1870/20018] gen_loss 0.1825, rec_loss 0.0326, lpips_loss 0.2186, g_loss -0.0168, disc_weight 0.4000, disc_adaptive_weight 4.0791, d_loss 0.4093, logits_real 0.0160, logits_fake 0.0167,
Train Epoch: [1/5] Iters:[1880/20018] gen_loss 0.1843, rec_loss 0.0326, lpips_loss 0.2186, g_loss -0.0165, disc_weight 0.4000, disc_adaptive_weight 4.0379, d_loss 0.4093, logits_real 0.0156, logits_fake 0.0165,
Train Epoch: [1/5] Iters:[1890/20018] gen_loss 0.1874, rec_loss 0.0318, lpips_loss 0.2185, g_loss -0.0160, disc_weight 0.4000, disc_adaptive_weight 3.9133, d_loss 0.4093, logits_real 0.0152, logits_fake 0.0160,
Train Epoch: [1/5] Iters:[1900/20018] gen_loss 0.1883, rec_loss 0.0314, lpips_loss 0.2178, g_loss -0.0156, disc_weight 0.4000, disc_adaptive_weight 3.8916, d_loss 0.4092, logits_real 0.0146, logits_fake 0.0155,
Train Epoch: [1/5] Iters:[1910/20018] gen_loss 0.1914, rec_loss 0.0316, lpips_loss 0.2187, g_loss -0.0152, disc_weight 0.4000, disc_adaptive_weight 3.8590, d_loss 0.4090, logits_real 0.0144, logits_fake 0.0151,
Train Epoch: [1/5] Iters:[1920/20018] gen_loss 0.1931, rec_loss 0.0313, lpips_loss 0.2167, g_loss -0.0148, disc_weight 0.4000, disc_adaptive_weight 3.7112, d_loss 0.4088, logits_real 0.0141, logits_fake 0.0147,
Train Epoch: [1/5] Iters:[1930/20018] gen_loss 0.1903, rec_loss 0.0312, lpips_loss 0.2160, g_loss -0.0144, disc_weight 0.4000, disc_adaptive_weight 3.9282, d_loss 0.4087, logits_real 0.0139, logits_fake 0.0142,
