dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 256
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
chunks: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: mmd_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-mmd_vq_transplant_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_256_8_4_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: mmd_vq_refinement_False
saver_name_pre: mmd_vq_refinement_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1838, rec_loss 0.0210, lpips_loss 0.1773, g_loss -0.0068, disc_weight 0.4000, disc_adaptive_weight 3.7221, d_loss 2.3982, logits_real 0.0509, logits_fake 0.0029,
Train Epoch: [1/5] Iters:[930/20018] gen_loss 0.3647, rec_loss 0.0239, lpips_loss 0.1770, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 4.2383, d_loss 0.4364, logits_real -0.0400, logits_fake -0.0390,
Train Epoch: [1/5] Iters:[940/20018] gen_loss 0.3611, rec_loss 0.0239, lpips_loss 0.1773, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.1183, d_loss 0.4356, logits_real -0.0400, logits_fake -0.0391,
Train Epoch: [1/5] Iters:[950/20018] gen_loss 0.3655, rec_loss 0.0236, lpips_loss 0.1764, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.2494, d_loss 0.4349, logits_real -0.0402, logits_fake -0.0392,
Train Epoch: [1/5] Iters:[960/20018] gen_loss 0.3664, rec_loss 0.0236, lpips_loss 0.1768, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.2680, d_loss 0.4345, logits_real -0.0402, logits_fake -0.0390,
Train Epoch: [1/5] Iters:[970/20018] gen_loss 0.3624, rec_loss 0.0238, lpips_loss 0.1777, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 4.1551, d_loss 0.4339, logits_real -0.0399, logits_fake -0.0390,
Train Epoch: [1/5] Iters:[980/20018] gen_loss 0.3555, rec_loss 0.0239, lpips_loss 0.1778, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 3.9867, d_loss 0.4332, logits_real -0.0399, logits_fake -0.0388,
Train Epoch: [1/5] Iters:[990/20018] gen_loss 0.3495, rec_loss 0.0239, lpips_loss 0.1772, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 3.8838, d_loss 0.4325, logits_real -0.0396, logits_fake -0.0385,
Train Epoch: [1/5] Iters:[1000/20018] gen_loss 0.3506, rec_loss 0.0240, lpips_loss 0.1772, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 3.9432, d_loss 0.4315, logits_real -0.0392, logits_fake -0.0381,
Train Epoch: [1/5] Iters:[1010/20018] gen_loss 0.3494, rec_loss 0.0237, lpips_loss 0.1760, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 3.9488, d_loss 0.4305, logits_real -0.0391, logits_fake -0.0379,
Train Epoch: [1/5] Iters:[1020/20018] gen_loss 0.3456, rec_loss 0.0237, lpips_loss 0.1761, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 3.8488, d_loss 0.4298, logits_real -0.0391, logits_fake -0.0378,
Train Epoch: [1/5] Iters:[1030/20018] gen_loss 0.3437, rec_loss 0.0237, lpips_loss 0.1762, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 3.8022, d_loss 0.4295, logits_real -0.0391, logits_fake -0.0377,
Train Epoch: [1/5] Iters:[1040/20018] gen_loss 0.3452, rec_loss 0.0240, lpips_loss 0.1773, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 3.7748, d_loss 0.4290, logits_real -0.0393, logits_fake -0.0379,
Train Epoch: [1/5] Iters:[1050/20018] gen_loss 0.3377, rec_loss 0.0238, lpips_loss 0.1770, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 3.6038, d_loss 0.4286, logits_real -0.0392, logits_fake -0.0379,
Train Epoch: [1/5] Iters:[1060/20018] gen_loss 0.3379, rec_loss 0.0238, lpips_loss 0.1770, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 3.6312, d_loss 0.4281, logits_real -0.0391, logits_fake -0.0377,
Train Epoch: [1/5] Iters:[1070/20018] gen_loss 0.3480, rec_loss 0.0235, lpips_loss 0.1772, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 3.9062, d_loss 0.4273, logits_real -0.0391, logits_fake -0.0376,
Train Epoch: [1/5] Iters:[1080/20018] gen_loss 0.3456, rec_loss 0.0235, lpips_loss 0.1771, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 3.8535, d_loss 0.4268, logits_real -0.0389, logits_fake -0.0374,
Train Epoch: [1/5] Iters:[1090/20018] gen_loss 0.3473, rec_loss 0.0234, lpips_loss 0.1768, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 3.9232, d_loss 0.4267, logits_real -0.0387, logits_fake -0.0371,
Train Epoch: [1/5] Iters:[1100/20018] gen_loss 0.3504, rec_loss 0.0236, lpips_loss 0.1777, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 3.9727, d_loss 0.4262, logits_real -0.0386, logits_fake -0.0372,
Train Epoch: [1/5] Iters:[1110/20018] gen_loss 0.3460, rec_loss 0.0235, lpips_loss 0.1768, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 3.8956, d_loss 0.4260, logits_real -0.0383, logits_fake -0.0371,
Train Epoch: [1/5] Iters:[1120/20018] gen_loss 0.3367, rec_loss 0.0241, lpips_loss 0.1771, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 3.6586, d_loss 0.4255, logits_real -0.0380, logits_fake -0.0368,
Train Epoch: [1/5] Iters:[1130/20018] gen_loss 0.3373, rec_loss 0.0239, lpips_loss 0.1766, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 3.7066, d_loss 0.4247, logits_real -0.0379, logits_fake -0.0367,
Train Epoch: [1/5] Iters:[1140/20018] gen_loss 0.3330, rec_loss 0.0241, lpips_loss 0.1773, g_loss 0.0365, disc_weight 0.4000, disc_adaptive_weight 3.5920, d_loss 0.4240, logits_real -0.0376, logits_fake -0.0366,
Train Epoch: [1/5] Iters:[1150/20018] gen_loss 0.3279, rec_loss 0.0240, lpips_loss 0.1772, g_loss 0.0363, disc_weight 0.4000, disc_adaptive_weight 3.4848, d_loss 0.4236, logits_real -0.0374, logits_fake -0.0363,
Train Epoch: [1/5] Iters:[1160/20018] gen_loss 0.3236, rec_loss 0.0249, lpips_loss 0.1788, g_loss 0.0360, disc_weight 0.4000, disc_adaptive_weight 3.3287, d_loss 0.4230, logits_real -0.0371, logits_fake -0.0362,
Train Epoch: [1/5] Iters:[1170/20018] gen_loss 0.3242, rec_loss 0.0241, lpips_loss 0.1781, g_loss 0.0357, disc_weight 0.4000, disc_adaptive_weight 3.4166, d_loss 0.4230, logits_real -0.0368, logits_fake -0.0359,
Train Epoch: [1/5] Iters:[1180/20018] gen_loss 0.3249, rec_loss 0.0240, lpips_loss 0.1773, g_loss 0.0352, disc_weight 0.4000, disc_adaptive_weight 3.5236, d_loss 0.4226, logits_real -0.0363, logits_fake -0.0355,
Train Epoch: [1/5] Iters:[1190/20018] gen_loss 0.3298, rec_loss 0.0242, lpips_loss 0.1773, g_loss 0.0348, disc_weight 0.4000, disc_adaptive_weight 3.7032, d_loss 0.4222, logits_real -0.0360, logits_fake -0.0350,
Train Epoch: [1/5] Iters:[1200/20018] gen_loss 0.3330, rec_loss 0.0244, lpips_loss 0.1774, g_loss 0.0344, disc_weight 0.4000, disc_adaptive_weight 3.8197, d_loss 0.4219, logits_real -0.0358, logits_fake -0.0348,
Train Epoch: [1/5] Iters:[1210/20018] gen_loss 0.3368, rec_loss 0.0238, lpips_loss 0.1766, g_loss 0.0343, disc_weight 0.4000, disc_adaptive_weight 3.9775, d_loss 0.4217, logits_real -0.0357, logits_fake -0.0346,
Train Epoch: [1/5] Iters:[1220/20018] gen_loss 0.3369, rec_loss 0.0241, lpips_loss 0.1757, g_loss 0.0344, disc_weight 0.4000, disc_adaptive_weight 3.9898, d_loss 0.4214, logits_real -0.0358, logits_fake -0.0347,
Train Epoch: [1/5] Iters:[1230/20018] gen_loss 0.3350, rec_loss 0.0248, lpips_loss 0.1768, g_loss 0.0346, disc_weight 0.4000, disc_adaptive_weight 3.8594, d_loss 0.4210, logits_real -0.0359, logits_fake -0.0348,
Train Epoch: [1/5] Iters:[1240/20018] gen_loss 0.3307, rec_loss 0.0245, lpips_loss 0.1765, g_loss 0.0347, disc_weight 0.4000, disc_adaptive_weight 3.7398, d_loss 0.4206, logits_real -0.0361, logits_fake -0.0349,
Train Epoch: [1/5] Iters:[1250/20018] gen_loss 0.3271, rec_loss 0.0244, lpips_loss 0.1758, g_loss 0.0351, disc_weight 0.4000, disc_adaptive_weight 3.6287, d_loss 0.4201, logits_real -0.0363, logits_fake -0.0351,
Train Epoch: [1/5] Iters:[1260/20018] gen_loss 0.3275, rec_loss 0.0248, lpips_loss 0.1766, g_loss 0.0350, disc_weight 0.4000, disc_adaptive_weight 3.6137, d_loss 0.4196, logits_real -0.0363, logits_fake -0.0351,
Train Epoch: [1/5] Iters:[1270/20018] gen_loss 0.3270, rec_loss 0.0247, lpips_loss 0.1767, g_loss 0.0351, disc_weight 0.4000, disc_adaptive_weight 3.5874, d_loss 0.4190, logits_real -0.0361, logits_fake -0.0350,
Train Epoch: [1/5] Iters:[1280/20018] gen_loss 0.3254, rec_loss 0.0243, lpips_loss 0.1769, g_loss 0.0352, disc_weight 0.4000, disc_adaptive_weight 3.5273, d_loss 0.4188, logits_real -0.0362, logits_fake -0.0352,
Train Epoch: [1/5] Iters:[1290/20018] gen_loss 0.3307, rec_loss 0.0243, lpips_loss 0.1776, g_loss 0.0353, disc_weight 0.4000, disc_adaptive_weight 3.6491, d_loss 0.4184, logits_real -0.0362, logits_fake -0.0353,
Train Epoch: [1/5] Iters:[1300/20018] gen_loss 0.3373, rec_loss 0.0245, lpips_loss 0.1775, g_loss 0.0353, disc_weight 0.4000, disc_adaptive_weight 3.8308, d_loss 0.4183, logits_real -0.0363, logits_fake -0.0354,
Train Epoch: [1/5] Iters:[1310/20018] gen_loss 0.3357, rec_loss 0.0245, lpips_loss 0.1779, g_loss 0.0355, disc_weight 0.4000, disc_adaptive_weight 3.7468, d_loss 0.4181, logits_real -0.0366, logits_fake -0.0355,
Train Epoch: [1/5] Iters:[1320/20018] gen_loss 0.3364, rec_loss 0.0248, lpips_loss 0.1785, g_loss 0.0356, disc_weight 0.4000, disc_adaptive_weight 3.7376, d_loss 0.4178, logits_real -0.0367, logits_fake -0.0355,
Train Epoch: [1/5] Iters:[1330/20018] gen_loss 0.3341, rec_loss 0.0245, lpips_loss 0.1775, g_loss 0.0354, disc_weight 0.4000, disc_adaptive_weight 3.7255, d_loss 0.4173, logits_real -0.0365, logits_fake -0.0353,
Train Epoch: [1/5] Iters:[1340/20018] gen_loss 0.3363, rec_loss 0.0242, lpips_loss 0.1763, g_loss 0.0351, disc_weight 0.4000, disc_adaptive_weight 3.8594, d_loss 0.4171, logits_real -0.0361, logits_fake -0.0350,
Train Epoch: [1/5] Iters:[1350/20018] gen_loss 0.3291, rec_loss 0.0242, lpips_loss 0.1763, g_loss 0.0349, disc_weight 0.4000, disc_adaptive_weight 3.6721, d_loss 0.4167, logits_real -0.0357, logits_fake -0.0347,
Train Epoch: [1/5] Iters:[1360/20018] gen_loss 0.3277, rec_loss 0.0237, lpips_loss 0.1751, g_loss 0.0347, disc_weight 0.4000, disc_adaptive_weight 3.7138, d_loss 0.4163, logits_real -0.0354, logits_fake -0.0346,
Train Epoch: [1/5] Iters:[1370/20018] gen_loss 0.3315, rec_loss 0.0238, lpips_loss 0.1749, g_loss 0.0345, disc_weight 0.4000, disc_adaptive_weight 3.8467, d_loss 0.4161, logits_real -0.0354, logits_fake -0.0346,
Train Epoch: [1/5] Iters:[1380/20018] gen_loss 0.3374, rec_loss 0.0238, lpips_loss 0.1757, g_loss 0.0347, disc_weight 0.4000, disc_adaptive_weight 3.9774, d_loss 0.4159, logits_real -0.0356, logits_fake -0.0346,
Train Epoch: [1/5] Iters:[1390/20018] gen_loss 0.3306, rec_loss 0.0239, lpips_loss 0.1757, g_loss 0.0351, disc_weight 0.4000, disc_adaptive_weight 3.7482, d_loss 0.4157, logits_real -0.0359, logits_fake -0.0349,
Train Epoch: [1/5] Iters:[1400/20018] gen_loss 0.3365, rec_loss 0.0243, lpips_loss 0.1768, g_loss 0.0351, disc_weight 0.4000, disc_adaptive_weight 3.8636, d_loss 0.4155, logits_real -0.0362, logits_fake -0.0351,
Train Epoch: [1/5] Iters:[1410/20018] gen_loss 0.3420, rec_loss 0.0248, lpips_loss 0.1772, g_loss 0.0353, disc_weight 0.4000, disc_adaptive_weight 3.9778, d_loss 0.4157, logits_real -0.0363, logits_fake -0.0352,
Train Epoch: [1/5] Iters:[1420/20018] gen_loss 0.3390, rec_loss 0.0245, lpips_loss 0.1776, g_loss 0.0354, disc_weight 0.4000, disc_adaptive_weight 3.8764, d_loss 0.4157, logits_real -0.0364, logits_fake -0.0352,
Train Epoch: [1/5] Iters:[1430/20018] gen_loss 0.3422, rec_loss 0.0244, lpips_loss 0.1773, g_loss 0.0353, disc_weight 0.4000, disc_adaptive_weight 3.9870, d_loss 0.4156, logits_real -0.0362, logits_fake -0.0352,
Train Epoch: [1/5] Iters:[1440/20018] gen_loss 0.3412, rec_loss 0.0244, lpips_loss 0.1775, g_loss 0.0351, disc_weight 0.4000, disc_adaptive_weight 3.9665, d_loss 0.4151, logits_real -0.0361, logits_fake -0.0351,
Train Epoch: [1/5] Iters:[1450/20018] gen_loss 0.3458, rec_loss 0.0236, lpips_loss 0.1761, g_loss 0.0350, disc_weight 0.4000, disc_adaptive_weight 4.1726, d_loss 0.4147, logits_real -0.0360, logits_fake -0.0350,
Train Epoch: [1/5] Iters:[1460/20018] gen_loss 0.3456, rec_loss 0.0235, lpips_loss 0.1766, g_loss 0.0349, disc_weight 0.4000, disc_adaptive_weight 4.1632, d_loss 0.4140, logits_real -0.0359, logits_fake -0.0349,
Train Epoch: [1/5] Iters:[1470/20018] gen_loss 0.3542, rec_loss 0.0235, lpips_loss 0.1757, g_loss 0.0349, disc_weight 0.4000, disc_adaptive_weight 4.4354, d_loss 0.4138, logits_real -0.0358, logits_fake -0.0349,
Train Epoch: [1/5] Iters:[1480/20018] gen_loss 0.3536, rec_loss 0.0237, lpips_loss 0.1749, g_loss 0.0349, disc_weight 0.4000, disc_adaptive_weight 4.4343, d_loss 0.4136, logits_real -0.0358, logits_fake -0.0349,
Train Epoch: [1/5] Iters:[1490/20018] gen_loss 0.3590, rec_loss 0.0238, lpips_loss 0.1751, g_loss 0.0349, disc_weight 0.4000, disc_adaptive_weight 4.5804, d_loss 0.4135, logits_real -0.0356, logits_fake -0.0348,
Train Epoch: [1/5] Iters:[1500/20018] gen_loss 0.3512, rec_loss 0.0236, lpips_loss 0.1747, g_loss 0.0347, disc_weight 0.4000, disc_adaptive_weight 4.4027, d_loss 0.4133, logits_real -0.0353, logits_fake -0.0345,
Train Epoch: [1/5] Iters:[1510/20018] gen_loss 0.3464, rec_loss 0.0242, lpips_loss 0.1756, g_loss 0.0343, disc_weight 0.4000, disc_adaptive_weight 4.2665, d_loss 0.4134, logits_real -0.0350, logits_fake -0.0343,
Train Epoch: [1/5] Iters:[1520/20018] gen_loss 0.3312, rec_loss 0.0242, lpips_loss 0.1760, g_loss 0.0340, disc_weight 0.4000, disc_adaptive_weight 3.8463, d_loss 0.4130, logits_real -0.0347, logits_fake -0.0341,
Train Epoch: [1/5] Iters:[1530/20018] gen_loss 0.3209, rec_loss 0.0241, lpips_loss 0.1771, g_loss 0.0338, disc_weight 0.4000, disc_adaptive_weight 3.5410, d_loss 0.4129, logits_real -0.0345, logits_fake -0.0338,
Train Epoch: [1/5] Iters:[1540/20018] gen_loss 0.3202, rec_loss 0.0246, lpips_loss 0.1775, g_loss 0.0332, disc_weight 0.4000, disc_adaptive_weight 3.5573, d_loss 0.4127, logits_real -0.0343, logits_fake -0.0334,
Train Epoch: [1/5] Iters:[1550/20018] gen_loss 0.3190, rec_loss 0.0251, lpips_loss 0.1778, g_loss 0.0330, disc_weight 0.4000, disc_adaptive_weight 3.5203, d_loss 0.4128, logits_real -0.0339, logits_fake -0.0330,
Train Epoch: [1/5] Iters:[1560/20018] gen_loss 0.3186, rec_loss 0.0245, lpips_loss 0.1770, g_loss 0.0328, disc_weight 0.4000, disc_adaptive_weight 3.5734, d_loss 0.4125, logits_real -0.0338, logits_fake -0.0328,
Train Epoch: [1/5] Iters:[1570/20018] gen_loss 0.3216, rec_loss 0.0246, lpips_loss 0.1777, g_loss 0.0325, disc_weight 0.4000, disc_adaptive_weight 3.6714, d_loss 0.4125, logits_real -0.0336, logits_fake -0.0324,
Train Epoch: [1/5] Iters:[1580/20018] gen_loss 0.3318, rec_loss 0.0246, lpips_loss 0.1767, g_loss 0.0324, disc_weight 0.4000, disc_adaptive_weight 4.0289, d_loss 0.4123, logits_real -0.0334, logits_fake -0.0324,
Train Epoch: [1/5] Iters:[1590/20018] gen_loss 0.3333, rec_loss 0.0244, lpips_loss 0.1759, g_loss 0.0323, disc_weight 0.4000, disc_adaptive_weight 4.1128, d_loss 0.4121, logits_real -0.0334, logits_fake -0.0324,
Train Epoch: [1/5] Iters:[1600/20018] gen_loss 0.3379, rec_loss 0.0245, lpips_loss 0.1777, g_loss 0.0321, disc_weight 0.4000, disc_adaptive_weight 4.2118, d_loss 0.4119, logits_real -0.0332, logits_fake -0.0322,
Train Epoch: [1/5] Iters:[1610/20018] gen_loss 0.3370, rec_loss 0.0248, lpips_loss 0.1774, g_loss 0.0319, disc_weight 0.4000, disc_adaptive_weight 4.2098, d_loss 0.4117, logits_real -0.0330, logits_fake -0.0320,
Train Epoch: [1/5] Iters:[1620/20018] gen_loss 0.3438, rec_loss 0.0253, lpips_loss 0.1774, g_loss 0.0316, disc_weight 0.4000, disc_adaptive_weight 4.4467, d_loss 0.4115, logits_real -0.0326, logits_fake -0.0317,
Train Epoch: [1/5] Iters:[1630/20018] gen_loss 0.3330, rec_loss 0.0253, lpips_loss 0.1776, g_loss 0.0311, disc_weight 0.4000, disc_adaptive_weight 4.1615, d_loss 0.4116, logits_real -0.0321, logits_fake -0.0311,
Train Epoch: [1/5] Iters:[1640/20018] gen_loss 0.3266, rec_loss 0.0251, lpips_loss 0.1777, g_loss 0.0307, disc_weight 0.4000, disc_adaptive_weight 4.0063, d_loss 0.4115, logits_real -0.0314, logits_fake -0.0305,
Train Epoch: [1/5] Iters:[1650/20018] gen_loss 0.3180, rec_loss 0.0247, lpips_loss 0.1758, g_loss 0.0304, disc_weight 0.4000, disc_adaptive_weight 3.8549, d_loss 0.4113, logits_real -0.0311, logits_fake -0.0303,
Train Epoch: [1/5] Iters:[1660/20018] gen_loss 0.3166, rec_loss 0.0245, lpips_loss 0.1754, g_loss 0.0303, disc_weight 0.4000, disc_adaptive_weight 3.8449, d_loss 0.4110, logits_real -0.0309, logits_fake -0.0302,
Train Epoch: [1/5] Iters:[1670/20018] gen_loss 0.3145, rec_loss 0.0241, lpips_loss 0.1758, g_loss 0.0302, disc_weight 0.4000, disc_adaptive_weight 3.7855, d_loss 0.4109, logits_real -0.0309, logits_fake -0.0301,
Train Epoch: [1/5] Iters:[1680/20018] gen_loss 0.3160, rec_loss 0.0245, lpips_loss 0.1762, g_loss 0.0304, disc_weight 0.4000, disc_adaptive_weight 3.7911, d_loss 0.4106, logits_real -0.0310, logits_fake -0.0303,
Train Epoch: [1/5] Iters:[1690/20018] gen_loss 0.3212, rec_loss 0.0245, lpips_loss 0.1767, g_loss 0.0306, disc_weight 0.4000, disc_adaptive_weight 3.9140, d_loss 0.4105, logits_real -0.0313, logits_fake -0.0306,
Train Epoch: [1/5] Iters:[1700/20018] gen_loss 0.3356, rec_loss 0.0246, lpips_loss 0.1770, g_loss 0.0310, disc_weight 0.4000, disc_adaptive_weight 4.3293, d_loss 0.4104, logits_real -0.0317, logits_fake -0.0309,
Train Epoch: [1/5] Iters:[1710/20018] gen_loss 0.3396, rec_loss 0.0247, lpips_loss 0.1773, g_loss 0.0309, disc_weight 0.4000, disc_adaptive_weight 4.4546, d_loss 0.4105, logits_real -0.0317, logits_fake -0.0309,
Train Epoch: [1/5] Iters:[1720/20018] gen_loss 0.3377, rec_loss 0.0245, lpips_loss 0.1761, g_loss 0.0309, disc_weight 0.4000, disc_adaptive_weight 4.4359, d_loss 0.4103, logits_real -0.0318, logits_fake -0.0309,
Train Epoch: [1/5] Iters:[1730/20018] gen_loss 0.3410, rec_loss 0.0242, lpips_loss 0.1761, g_loss 0.0307, disc_weight 0.4000, disc_adaptive_weight 4.5667, d_loss 0.4103, logits_real -0.0319, logits_fake -0.0309,
Train Epoch: [1/5] Iters:[1740/20018] gen_loss 0.3372, rec_loss 0.0244, lpips_loss 0.1763, g_loss 0.0306, disc_weight 0.4000, disc_adaptive_weight 4.4459, d_loss 0.4101, logits_real -0.0317, logits_fake -0.0308,
Train Epoch: [1/5] Iters:[1750/20018] gen_loss 0.3278, rec_loss 0.0247, lpips_loss 0.1768, g_loss 0.0302, disc_weight 0.4000, disc_adaptive_weight 4.1616, d_loss 0.4100, logits_real -0.0315, logits_fake -0.0305,
Train Epoch: [1/5] Iters:[1760/20018] gen_loss 0.3209, rec_loss 0.0242, lpips_loss 0.1761, g_loss 0.0301, disc_weight 0.4000, disc_adaptive_weight 3.9954, d_loss 0.4099, logits_real -0.0314, logits_fake -0.0304,
Train Epoch: [1/5] Iters:[1770/20018] gen_loss 0.3200, rec_loss 0.0246, lpips_loss 0.1771, g_loss 0.0300, disc_weight 0.4000, disc_adaptive_weight 3.9368, d_loss 0.4099, logits_real -0.0312, logits_fake -0.0302,
Train Epoch: [1/5] Iters:[1780/20018] gen_loss 0.3147, rec_loss 0.0243, lpips_loss 0.1768, g_loss 0.0298, disc_weight 0.4000, disc_adaptive_weight 3.8142, d_loss 0.4096, logits_real -0.0307, logits_fake -0.0297,
Train Epoch: [1/5] Iters:[1790/20018] gen_loss 0.3169, rec_loss 0.0243, lpips_loss 0.1767, g_loss 0.0295, disc_weight 0.4000, disc_adaptive_weight 3.9294, d_loss 0.4095, logits_real -0.0305, logits_fake -0.0294,
Train Epoch: [1/5] Iters:[1800/20018] gen_loss 0.3177, rec_loss 0.0240, lpips_loss 0.1771, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 3.9781, d_loss 0.4094, logits_real -0.0303, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[1810/20018] gen_loss 0.3206, rec_loss 0.0249, lpips_loss 0.1790, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 4.0024, d_loss 0.4092, logits_real -0.0301, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[1820/20018] gen_loss 0.3238, rec_loss 0.0243, lpips_loss 0.1780, g_loss 0.0291, disc_weight 0.4000, disc_adaptive_weight 4.1759, d_loss 0.4091, logits_real -0.0301, logits_fake -0.0288,
Train Epoch: [1/5] Iters:[1830/20018] gen_loss 0.3321, rec_loss 0.0247, lpips_loss 0.1793, g_loss 0.0291, disc_weight 0.4000, disc_adaptive_weight 4.4100, d_loss 0.4090, logits_real -0.0301, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[1840/20018] gen_loss 0.3278, rec_loss 0.0249, lpips_loss 0.1791, g_loss 0.0293, disc_weight 0.4000, disc_adaptive_weight 4.2427, d_loss 0.4090, logits_real -0.0303, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[1850/20018] gen_loss 0.3269, rec_loss 0.0251, lpips_loss 0.1790, g_loss 0.0297, disc_weight 0.4000, disc_adaptive_weight 4.1441, d_loss 0.4088, logits_real -0.0306, logits_fake -0.0295,
Train Epoch: [1/5] Iters:[1860/20018] gen_loss 0.3252, rec_loss 0.0246, lpips_loss 0.1773, g_loss 0.0300, disc_weight 0.4000, disc_adaptive_weight 4.1181, d_loss 0.4086, logits_real -0.0308, logits_fake -0.0298,
Train Epoch: [1/5] Iters:[1870/20018] gen_loss 0.3282, rec_loss 0.0254, lpips_loss 0.1792, g_loss 0.0303, disc_weight 0.4000, disc_adaptive_weight 4.0956, d_loss 0.4086, logits_real -0.0310, logits_fake -0.0300,
Train Epoch: [1/5] Iters:[1880/20018] gen_loss 0.3208, rec_loss 0.0253, lpips_loss 0.1784, g_loss 0.0306, disc_weight 0.4000, disc_adaptive_weight 3.8262, d_loss 0.4085, logits_real -0.0314, logits_fake -0.0304,
Train Epoch: [1/5] Iters:[1890/20018] gen_loss 0.3205, rec_loss 0.0249, lpips_loss 0.1783, g_loss 0.0306, disc_weight 0.4000, disc_adaptive_weight 3.8364, d_loss 0.4084, logits_real -0.0315, logits_fake -0.0304,
Train Epoch: [1/5] Iters:[1900/20018] gen_loss 0.3156, rec_loss 0.0247, lpips_loss 0.1777, g_loss 0.0304, disc_weight 0.4000, disc_adaptive_weight 3.7187, d_loss 0.4083, logits_real -0.0315, logits_fake -0.0304,
Train Epoch: [1/5] Iters:[1910/20018] gen_loss 0.3163, rec_loss 0.0249, lpips_loss 0.1784, g_loss 0.0303, disc_weight 0.4000, disc_adaptive_weight 3.7220, d_loss 0.4083, logits_real -0.0314, logits_fake -0.0303,
Train Epoch: [1/5] Iters:[1920/20018] gen_loss 0.3050, rec_loss 0.0246, lpips_loss 0.1765, g_loss 0.0303, disc_weight 0.4000, disc_adaptive_weight 3.4191, d_loss 0.4082, logits_real -0.0314, logits_fake -0.0304,
